Hotel_Id,Hotel,City,Link,Rating,Hotel_Type,Location,Cost_for_2
658,Denmarrk Drive-Inn Restaurant,R S Puram,https://www.swiggy.com/restaurants/denmarrk-drive-inn-restaurant-thadagam-main-road-r-s-puram-west-coimbatore-75217,4.1,"Indian, Chinese","Thadagam Main Road, R S Puram West",300
659,Sri Angannan Biriyani-VH Road,R S Puram,https://www.swiggy.com/restaurants/sri-angannan-biriyani-vh-road-r-s-puram-town-hall-coimbatore-342383,3.8,"Biryani, South Indian","R S Puram, Town Hall",200
660,Kaanchan Kitchen's,R S Puram,https://www.swiggy.com/restaurants/kaanchan-kitchens-rs-puram-ranganathapuram-coimbatore-57351,4.4,"North Indian, Thalis","RS Puram, Ranganathapuram",200
661,THE LASSI CORNER,R S Puram,https://www.swiggy.com/restaurants/the-lassi-corner-r-s-puram-coimbatore-408076,--,"Beverages, Fast Food","R S Puram, R S Puram",150
662,Sherlocks Lounge and Kitchen,R S Puram,https://www.swiggy.com/restaurants/sherlocks-lounge-and-kitchen-r-s-puram-r-s-puram-west-coimbatore-338321,--,"Opens next at 12:30 pm, tomorrowPastas, Biryani","R S Puram, R S Puram West",200
663,Blenders Inc.,R S Puram,https://www.swiggy.com/restaurants/blenders-inc-rs-puram-r-s-puram-west-coimbatore-50040,4.0,"Desserts, Beverages","RS Puram, R S Puram West",250
664,La Cafe,R S Puram,https://www.swiggy.com/restaurants/la-cafe-rs-puram-coimbatore-coimbatore-50282,4.2,"Cafe, Beverages","RS Puram, Coimbatore",250
665,Popcornism,R S Puram,https://www.swiggy.com/restaurants/popcornism-r-s-puram-coimbatore-378340,--,Snacks,"R S Puram, R S Puram",300
666,Sree Annapoorna Sweets & Savouries,R S Puram,https://www.swiggy.com/restaurants/sree-annapoorna-sweets-and-savouries-rs-puram-r-s-puram-west-coimbatore-58686,4.8,Desserts,"RS Puram, R S Puram West",200
667,Madurai Vilakkuthoon Hanifa Jigarthanda,R S Puram,https://www.swiggy.com/restaurants/madurai-vilakkuthoon-hanifa-jigarthanda-r-s-puram-saramedu-karumbukadai-coimbatore-108908,--,Beverages,"R S Puram, Saramedu, KarumbuKadai",250
668,The French Door Cafe & Restaurant,R S Puram,https://www.swiggy.com/restaurants/the-french-door-cafe-and-restaurant-rs-puram-r-s-puram-west-coimbatore-57355,4.0,"Indian, Continental","RS Puram, R S Puram West",300
669,Cross Road 33,R S Puram,https://www.swiggy.com/restaurants/cross-road-33-rs-puram-r-s-puram-west-coimbatore-50045,4.4,"Opens next at 11:55 am, tomorrowCafe, Beverages","RS Puram, R S Puram West",200
670,KOLAPASI,R S Puram,https://www.swiggy.com/restaurants/kolapasi-r-s-puram-r-s-puram-west-coimbatore-324040,--,"Opens next at 11:11 am, tomorrowBiryani, South Indian","R S Puram, R S Puram West",300
671,Hyderabad Biriyani Hotel,R S Puram,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-r-s-puram-r-s-puram-west-coimbatore-77987,4.1,"Hyderabadi, Biryani","R S Puram, R S Puram West",200
672,Manickam Fish Stall,R S Puram,https://www.swiggy.com/restaurants/manickam-fish-stall-town-hall-r-s-puram-coimbatore-89075,--,"Opens next at 7 pm, tomorrowFast Food","Town hall, R S Puram",200
673,Ashok Coconut Sharbath,R S Puram,https://www.swiggy.com/restaurants/ashok-coconut-sharbath-r-s-puram-r-s-puram-west-coimbatore-219546,4.6,Juices,"R S Puram, R S Puram West",200
674,JUMPIN BEANS CAFE,R S Puram,https://www.swiggy.com/restaurants/jumpin-beans-cafe-r-s-puram-r-s-puram-west-coimbatore-324948,4.1,"Fast Food, Pizzas","R S Puram, R S Puram West",200
675,Just Bake,R S Puram,https://www.swiggy.com/restaurants/just-bake-r-s-puram-coimbatore-408860,4.1,"Bakery, Desserts","R S Puram, R S Puram",300
676,Venusvirunthu,R S Puram,https://www.swiggy.com/restaurants/venusvirunthu-r-s-puram-coimbatore-421881,--,"Opens next at 8 am, tomorrowSouth Indian, Fast Food","R S Puram, R S Puram",140
677,Moon Light,R S Puram,https://www.swiggy.com/restaurants/moon-light-r-s-puram-r-s-puram-west-coimbatore-133209,--,"Opens next at 4 pm, tomorrowIndian","R S Puram, R S Puram West",200
678,Velan Kaappi,R S Puram,https://www.swiggy.com/restaurants/velan-kaappi-rs-puram-r-s-puram-west-coimbatore-50051,4.4,"Opens next at 6 am, tomorrowBeverages","RS Puram, R S Puram West",100
679,Meat & Eat,R S Puram,https://www.swiggy.com/restaurants/meat-and-eat-r-s-puram-r-s-puram-west-coimbatore-194236,4.1,"Fast Food, Desserts","R S Puram, R S Puram West",250
680,Ananth Bhavan,R S Puram,https://www.swiggy.com/restaurants/ananth-bhavan-rs-puram-r-s-puram-west-coimbatore-58337,3.6,"Opens next at 7 am, tomorrowSouth Indian, North Indian","RS Puram, R S Puram West",200
681,Murali Restaurant,R S Puram,https://www.swiggy.com/restaurants/murali-restaurant-rs-puram-r-s-puram-west-coimbatore-58339,4.3,Indian,"RS Puram, R S Puram West",200
682,Bombayy Chaats & Fast Food Corner,R S Puram,https://www.swiggy.com/restaurants/bombayy-chaats-and-fast-food-corner-rs-puram-r-s-puram-west-coimbatore-50055,3.5,"Chaat, North Indian","RS Puram, R S Puram West",150
683,AL CHICK BAIK,R S Puram,https://www.swiggy.com/restaurants/al-chick-baik-r-s-puram-karumbukkadai-coimbatore-345515,--,"Opens next at 11 am, tomorrowIndian","R S Puram, Karumbukkadai",300
684,Faasos,R S Puram,https://www.swiggy.com/restaurants/faasos-mettupalayam-road-ranganathapuram-coimbatore-104996,4.2,"Fast Food, Combo","Mettupalayam road, Ranganathapuram",200
685,Sm Bhagavathi Chat Shop,R S Puram,https://www.swiggy.com/restaurants/sm-bhagavathi-chat-shop-r-s-puram-coimbatore-416731,--,"Restaurant ClosedChaat, Snacks","R S Puram, R S Puram",280
686,Arusuvai Atchaya Chettinad Veg,R S Puram,https://www.swiggy.com/restaurants/arusuvai-atchaya-chettinad-veg-r-s-puram-r-s-puram-west-coimbatore-303212,4.2,South Indian,"R S Puram, R S Puram West",200
687,SARASWATHY HOME MADE LUNCH AND CRUNCHY,R S Puram,https://www.swiggy.com/restaurants/saraswathy-home-made-lunch-and-crunchy-r-s-puram-selvapuram-north-coimbatore-324036,--,"Opens next at 12 noon, tomorrowIndian","R S Puram, Selvapuram North",300
688,Dosa Fantasy,R S Puram,https://www.swiggy.com/restaurants/dosa-fantasy-ukkadam-coimbatore-coimbatore-365064,--,"South Indian, Chinese","ukkadam Coimbatore, ukkadam Coimbatore",250
689,CAFEGRAM,R S Puram,https://www.swiggy.com/restaurants/cafegram-r-s-puram-coimbatore-424487,--,"Fast Food, Beverages","R S Puram, R S Puram",300
690,Chickpet Donne briyani house,R S Puram,https://www.swiggy.com/restaurants/chickpet-donne-briyani-house-r-s-puram-coimbatore-449521,--,"Restaurant ClosedNorth Indian, Biryani","R S Puram, R S Puram",500
691,HariBhavanam,R S Puram,https://www.swiggy.com/restaurants/haribhavanam-brookfields-mall-r-s-puram-west-coimbatore-58343,4.1,"Biryani, Chettinad","Brookfields Mall, R S Puram West",400
692,Momolicious,R S Puram,https://www.swiggy.com/restaurants/momolicious-r-s-puram-coimbatore-399958,3.9,Chinese,"R S Puram, R S Puram",300
693,Hotel Junior Kuppanna,R S Puram,https://www.swiggy.com/restaurants/hotel-junior-kuppanna-town-hall-coimbatore-117707,3.8,"Opens next at 11:30 am, tomorrowIndian, Chinese","Town Hall, Town Hall",200
694,Chicken whistle,R S Puram,https://www.swiggy.com/restaurants/chicken-whistle-r-s-puram-coimbatore-423825,--,"Restaurant ClosedChinese, Beverages","R S Puram, R S Puram",500
695,NIC Natural Ice Creams,R S Puram,https://www.swiggy.com/restaurants/nic-natural-ice-creams-mecricar-road-r-s-puram-coimbatore-403834,4.6,"Ice Cream, Desserts","Mecricar Road, R S Puram",120
696,JN Foods and Mesmerice Icecream,R S Puram,https://www.swiggy.com/restaurants/jn-foods-and-mesmerice-icecream-ukkadam-pulian-thoppu-coimbatore-101137,--,"Opens next at 10 am, tomorrowIce Cream","Ukkadam, Pulian Thoppu",100
697,Thilagam Biriyani,R S Puram,https://www.swiggy.com/restaurants/thilagam-biriyani-r-s-puram-perur-coimbatore-368325,--,"Street Food, Indian","R S Puram, Perur",120
698,Grameen Kulfi,R S Puram,https://www.swiggy.com/restaurants/grameen-kulfi-mecricar-road-r-s-puram-coimbatore-403835,4.5,"Ice Cream, Desserts","Mecricar Road, R S Puram",120
699,Hotel Chola,R S Puram,https://www.swiggy.com/restaurants/hotel-chola-rs-puram-r-s-puram-west-coimbatore-109910,4.0,South Indian,"RS Puram, R S Puram West",200
700,Kafe 2 Go,R S Puram,https://www.swiggy.com/restaurants/kafe-2-go-r-s-puram-r-s-puram-west-coimbatore-365073,--,"Restaurant ClosedChinese, Italian","R S Puram, R S Puram West",200
701,EAT ITALIANO,R S Puram,https://www.swiggy.com/restaurants/eat-italiano-r-s-puram-coimbatore-378707,4.2,"Chinese, Pastas","R S Puram, R S Puram",1000
702,Thalassery Restaurant,R S Puram,https://www.swiggy.com/restaurants/thalassery-restaurant-bus-stand-ukkadam-coimbatore-64475,4.1,"South Indian, Arabian","Ukkadam Bus Stand, Ukkadam",200
703,OCEANS LOUNGE,R S Puram,https://www.swiggy.com/restaurants/oceans-lounge-r-s-puram-r-s-puram-west-coimbatore-301800,--,Indian,"R S Puram, R S Puram West",200
704,Ambur Star Biriyani,R S Puram,https://www.swiggy.com/restaurants/ambur-star-biriyani-r-s-puram-r-s-puram-west-coimbatore-64235,4.2,"North Indian, Biryani","R S Puram, R S Puram West",300
705,Alam BBQ & Kebabs,R S Puram,https://www.swiggy.com/restaurants/alam-bbq-and-kebabs-r-s-puram-r-s-puram-west-coimbatore-96866,3.9,"Kebabs, Grill","R S Puram, R S Puram West",200
706,Amma's Pastries,R S Puram,https://www.swiggy.com/restaurants/ammas-pastries-tv-samy-road-r-s-puram-west-coimbatore-149531,4.0,"Opens next at 10 am, tomorrowBakery, Snacks","TV Samy Road, R S Puram West",350
707,Chai kings,R S Puram,https://www.swiggy.com/restaurants/chai-kings-r-s-puram-r-s-puram-west-coimbatore-249416,4.1,"Bakery, Beverages","R S Puram, R S Puram West",150
708,The Belgian Waffle Co.,R S Puram,https://www.swiggy.com/restaurants/the-belgian-waffle-co-rs-puram-r-s-puram-west-coimbatore-181141,4.6,Closes soonDesserts,"RS Puram, R S Puram West",200
709,The Punjab Express,R S Puram,https://www.swiggy.com/restaurants/the-punjab-express-rs-puram-r-s-puram-west-coimbatore-50071,4.2,"North Indian, Chaat","RS Puram, R S Puram West",250
710,Manickam Ac Restaurant,R S Puram,https://www.swiggy.com/restaurants/manickam-ac-restaurant-r-s-puram-coimbatore-409893,--,"Chinese, Seafood","R S Puram, R S Puram",300
711,Sree Subbu Mess,R S Puram,https://www.swiggy.com/restaurants/sree-subbu-mess-rs-puram-r-s-puram-west-coimbatore-59207,4.1,"South Indian, North Indian","RS Puram, R S Puram West",200
712,Taco Bell,R S Puram,https://www.swiggy.com/restaurants/taco-bell-brookefields-r-s-puram-west-coimbatore-187491,4.1,Mexican,"Brookefields, R S Puram West",300
713,Famous Jigarthanda,R S Puram,https://www.swiggy.com/restaurants/famous-jigarthanda-poomarket-r-s-puram-west-coimbatore-52495,--,"Opens next at 10:30 am, tomorrowBeverages","Poomarket, R S Puram West",100
714,Burma Bhai,R S Puram,https://www.swiggy.com/restaurants/burma-bhai-rs-puram-r-s-puram-west-coimbatore-50075,4.1,"South Indian, Chinese","RS Puram, R S Puram West",200
715,Pizza Paradise,R S Puram,https://www.swiggy.com/restaurants/pizza-paradise-rs-puram-r-s-puram-west-coimbatore-59208,4.3,Pizzas,"RS Puram, R S Puram West",300
716,Seasons,R S Puram,https://www.swiggy.com/restaurants/seasons-rs-puram-r-s-puram-west-coimbatore-50077,4.2,"Beverages, Continental","RS Puram, R S Puram West",300
717,Sai Tiffin Stall,R S Puram,https://www.swiggy.com/restaurants/sai-tiffin-stall-r-s-puram-coimbatore-426945,--,"Opens next at 8 am, tomorrowSouth Indian","R S Puram, R S Puram",200
718,BonBon Ice Cream,R S Puram,https://www.swiggy.com/restaurants/bonbon-ice-cream-ukkadam-r-s-puram-coimbatore-404514,--,"Opens next at 10 am, tomorrowIce Cream, Beverages","Ukkadam, R S Puram",150
719,Annavilaas.,R S Puram,https://www.swiggy.com/restaurants/annavilaas-rs-puram-r-s-puram-west-coimbatore-50874,3.7,South Indian,"RS Puram, R S Puram West",200
720,Cream & Fudge,R S Puram,https://www.swiggy.com/restaurants/cream-and-fudge-r-s-puram-r-s-puram-west-coimbatore-253119,3.6,"Bakery, Beverages","R S Puram, R S Puram West",200
721,Sri Vasantham Restaurant,R S Puram,https://www.swiggy.com/restaurants/sri-vasantham-restaurant-r-s-puram-selvapuram-south-coimbatore-180188,--,"Opens next at 12 noon, tomorrowSouth Indian, Chettinad","R S Puram, Selvapuram South",250
722,Baskin Robbins,R S Puram,https://www.swiggy.com/restaurants/baskin-robbins-rs-puram-r-s-puram-coimbatore-379905,4.1,"Desserts, Ice Cream","RS Puram, R S Puram",250
723,MR.MILKSHAKES,R S Puram,https://www.swiggy.com/restaurants/mr-milkshakes-r-s-puram-town-hall-coimbatore-292218,--,"Opens next at 8 am, tomorrowBeverages","R S Puram, Town Hall",200
724,Pizza Palate,R S Puram,https://www.swiggy.com/restaurants/pizza-palate-r-s-puram-coimbatore-432147,--,"Pizzas, Beverages","R S Puram, R S Puram",500
725,Gowras,R S Puram,https://www.swiggy.com/restaurants/gowras-r-s-puram-r-s-puram-west-coimbatore-371064,4.2,"South Indian, Beverages","R S Puram, R S Puram West",200
726,Abu Bhai Biriyani,R S Puram,https://www.swiggy.com/restaurants/abu-bhai-biriyani-r-s-puram-coimbatore-407108,3.5,"Opens next at 11:30 am, tomorrowBiryani","R S Puram, R S Puram",400
727,Women s Kitchen,R S Puram,https://www.swiggy.com/restaurants/women-s-kitchen-r-s-puram-coimbatore-403544,--,"Opens next at 12 noon, tomorrowBiryani, Indian","R S Puram, R S Puram",200
728,Belly's Thickshake,R S Puram,https://www.swiggy.com/restaurants/bellys-thickshake-r-s-puram-r-s-puram-west-coimbatore-180180,4.5,Beverages,"R S Puram, R S Puram West",150
729,Moodys,R S Puram,https://www.swiggy.com/restaurants/moodys-r-s-puram-coimbatore-377842,--,"Opens next at 11 am, tomorrowPizzas, Beverages","R S Puram, R S Puram",200
730,Miami Juice World,R S Puram,https://www.swiggy.com/restaurants/miami-juice-world-townhall-ukkadam-coimbatore-59690,--,"Opens next at 11:30 am, tomorrowFast Food, Beverages","Townhall, Ukkadam",200
731,RGS SHAWARMA,R S Puram,https://www.swiggy.com/restaurants/rgs-shawarma-r-s-puram-coimbatore-445222,--,Arabian,"R S Puram, R S Puram",400
732,Bombay Kulfi,R S Puram,https://www.swiggy.com/restaurants/bombay-kulfi-rs-puram-r-s-puram-west-coimbatore-50081,4.6,Desserts,"RS Puram, R S Puram West",100
733,Gokul Tiffins,R S Puram,https://www.swiggy.com/restaurants/gokul-tiffins-r-s-puram-coimbatore-421274,--,"Opens next at 6 pm, tomorrowSouth Indian","R S Puram, R S Puram",200
734,The Village,R S Puram,https://www.swiggy.com/restaurants/the-village-rs-puram-r-s-puram-west-coimbatore-50084,4.4,South Indian,"RS Puram, R S Puram West",300
735,Peking Chinese Restaurant,R S Puram,https://www.swiggy.com/restaurants/peking-chinese-restaurant-rs-puram-r-s-puram-west-coimbatore-50083,4.2,Chinese,"RS Puram, R S Puram West",400
736,Namma Veedu Paniyaram,R S Puram,https://www.swiggy.com/restaurants/namma-veedu-paniyaram-r-s-puram-selvapuram-south-coimbatore-195676,4.4,"Chettinad, South Indian","R S Puram, Selvapuram South",200
737,KANNAN'S SNAC CORNER,R S Puram,https://www.swiggy.com/restaurants/kannans-snac-corner-r-s-puram-coimbatore-448967,--,"Opens next at 4 pm, tomorrowSnacks, Fast Food","R S Puram, R S Puram",150
738,Chai n Gupshup,R S Puram,https://www.swiggy.com/restaurants/chai-n-gupshup-rs-puram-r-s-puram-west-coimbatore-50086,4.3,"Restaurant ClosedBeverages, Chaat","RS Puram, R S Puram West",250
739,FB CAKES,R S Puram,https://www.swiggy.com/restaurants/fb-cakes-gandhi-park-coimbatore-coimbatore-307121,4.3,"Bakery, Snacks","Gandhi Park, Coimbatore",300
740,Dany's Kitchen,R S Puram,https://www.swiggy.com/restaurants/danys-kitchen-r-s-puram-r-s-puram-west-coimbatore-362124,--,"Restaurant ClosedContinental, Fast Food","R S Puram, R S Puram West",250
741,Aachi Food,R S Puram,https://www.swiggy.com/restaurants/aachi-food-gandipark-r-s-puram-west-coimbatore-59214,--,"Opens next at 1 pm, tomorrowIndian","Gandipark, R S Puram West",300
742,Kulambu Kadai,R S Puram,https://www.swiggy.com/restaurants/kulambu-kadai-rs-puram-r-s-puram-west-coimbatore-55413,3.8,"Opens next at 9 am, tomorrowSouth Indian","RS Puram, R S Puram West",200
743,Madurai azhagar bun parotta,R S Puram,https://www.swiggy.com/restaurants/madurai-azhagar-bun-parotta-vadavalli-r-s-puram-west-coimbatore-358430,--,"South Indian, Chinese","Vadavalli, R S Puram West",150
744,SLAY Coffee,R S Puram,https://www.swiggy.com/restaurants/slay-coffee-mettupalayam-road-ranganathapuram-coimbatore-344636,3.9,"Beverages, Desserts","Mettupalayam road, Ranganathapuram",200
745,Oven Fresh,R S Puram,https://www.swiggy.com/restaurants/oven-fresh-r-s-puram-r-s-puram-west-coimbatore-228273,4.1,Bakery,"R S Puram, R S Puram West",200
746,Valar Chicken,R S Puram,https://www.swiggy.com/restaurants/valar-chicken-rs-puram-r-s-puram-west-coimbatore-56747,4.2,"Indian, Chinese","RS Puram, R S Puram West",150
747,KR Chats,R S Puram,https://www.swiggy.com/restaurants/kr-chats-r-s-puram-town-hall-coimbatore-64481,4.4,Chaat,"R S Puram, Town Hall",200
748,SHAKAHARI'S,R S Puram,https://www.swiggy.com/restaurants/shakaharis-r-s-puram-r-s-puram-west-coimbatore-264596,3.7,"Opens next at 12:30 pm, ThursdayIndian, Jain","R S Puram, R S Puram West",250
749,The Great Wall of China,R S Puram,https://www.swiggy.com/restaurants/the-great-wall-of-china-buhari-chennai-fame-rs-puram-r-s-puram-west-coimbatore-175162,--,"Opens next at 11 am, tomorrowChinese, North Indian","Buhari - Chennai Fame , RS Puram, R S Puram West",250
750,Hotel Atchaya Chettinad,R S Puram,https://www.swiggy.com/restaurants/hotel-atchaya-chettinad-rs-puram-r-s-puram-west-coimbatore-67403,4.2,"Chettinad, South Indian","RS Puram, R S Puram West",300
751,AARUTHRA PASIYARU UNAVAGAM,R S Puram,https://www.swiggy.com/restaurants/aaruthra-pasiyaru-unavagam-r-s-puram-coimbatore-379258,--,"Opens next at 8 am, tomorrowSouth Indian, Tandoor","R S Puram, R S Puram",250
752,Pandiyas Biriyani,R S Puram,https://www.swiggy.com/restaurants/pandiyas-biriyani-r-s-puram-coimbatore-383082,3.8,"Opens next at 1 pm, tomorrowBiryani, Chinese","R S Puram, R S Puram",300
753,Tiffen House,R S Puram,https://www.swiggy.com/restaurants/tiffen-house-r-s-puram-town-hall-coimbatore-209786,4.2,South Indian,"R S Puram, Town Hall",200
754,Food Garden,R S Puram,https://www.swiggy.com/restaurants/food-garden-r-s-puram-coimbatore-377876,--,"Opens next at 10 am, tomorrowBakery, Chaat","R S Puram, R S Puram",300
755,WOODIE FOODIE,R S Puram,https://www.swiggy.com/restaurants/woodie-foodie-r-s-puram-coimbatore-401231,--,"Opens next at 11 am, tomorrowChinese, Fast Food","R S Puram, R S Puram",200
756,Thats Y Food,R S Puram,https://www.swiggy.com/restaurants/thats-y-food-rs-puram-r-s-puram-west-coimbatore-50090,4.4,"Indian, Chinese","RS Puram, R S Puram West",1400
757,Hotel Al Hamdan,R S Puram,https://www.swiggy.com/restaurants/hotel-al-hamdan-r-s-puram-r-s-puram-west-coimbatore-355293,--,"Biryani, North Indian","R S Puram, R S Puram West",300
758,Banarasi chat & sweets,R S Puram,https://www.swiggy.com/restaurants/banarasi-chat-and-sweets-poo-market-r-s-puram-west-coimbatore-56870,--,"Restaurant ClosedSnacks, Fast Food","Poo market
, R S Puram West",100
759,ACSHAYAA HOMELY VARIETY MEALS,R S Puram,https://www.swiggy.com/restaurants/acshayaa-homely-variety-meals-r-s-puram-town-hall-coimbatore-288890,--,"Opens next at 12 noon, tomorrowIndian","R S Puram, Town Hall",150
760,Cook and Truck,R S Puram,https://www.swiggy.com/restaurants/cook-and-truck-r-s-puram-r-s-puram-west-coimbatore-238770,3.3,"Opens next at 6:30 am, tomorrowArabian, Middle Eastern","R.S Puram, R S Puram West",200
761,Cafe Coffee Day,R S Puram,https://www.swiggy.com/restaurants/cafe-coffee-day-rs-puram-r-s-puram-west-coimbatore-73535,4.1,"Beverages, Snacks","Rs Puram, R S Puram West",300
762,Icecream Cafe,R S Puram,https://www.swiggy.com/restaurants/icecream-cafe-r-s-puram-r-s-puram-west-coimbatore-375686,--,"Ice Cream, Beverages","R S Puram, R S Puram West",300
763,MSD Shawarma,R S Puram,https://www.swiggy.com/restaurants/msd-shawarma-r-s-puram-karumbukadai-coimbatore-338188,--,"Opens next at 5:30 pm, tomorrowArabian","R S Puram, Karumbukadai",150
764,Biriyani Virundhu,R S Puram,https://www.swiggy.com/restaurants/biriyani-virundhu-r-s-puram-coimbatore-404170,--,"Opens next at 11 am, tomorrowIndian, Biryani","R S Puram, R S Puram",200
765,IDC,R S Puram,https://www.swiggy.com/restaurants/idc-r-s-puram-r-s-puram-west-coimbatore-373822,4.3,South Indian,"R S Puram, R S Puram West",200
766,CHETTINAAD XPRESS,R S Puram,https://www.swiggy.com/restaurants/chettinaad-xpress-r-s-puram-r-s-puram-west-coimbatore-333970,--,"Biryani, South Indian","R S Puram, R S Puram West",300
767,Seethalakshmi Veg Hotel,R S Puram,https://www.swiggy.com/restaurants/seethalakshmi-veg-hotel-rs-puram-r-s-puram-west-coimbatore-127549,--,"South Indian, Biryani","RS Puram, R S Puram West",200
768,Sandwitch Shack,R S Puram,https://www.swiggy.com/restaurants/sandwitch-shack-r-s-puram-coimbatore-436652,--,"Fast Food, Beverages","R S Puram, R S Puram",300
769,Vv Durai Biriyani kadai,R S Puram,https://www.swiggy.com/restaurants/vv-durai-biriyani-kadai-r-s-puram-coimbatore-444708,--,Indian,"R S Puram, R S Puram",200
770,Dil Se Restaurant ,R S Puram,https://www.swiggy.com/restaurants/dil-se-restaurant-rs-puram-r-s-puram-west-coimbatore-50425,4.0,"North Indian, Chinese","RS Puram, R S Puram West",250
771,BPC,R S Puram,https://www.swiggy.com/restaurants/bpc-rs-puram-r-s-puram-west-coimbatore-56648,--,"Opens next at 9 am, tomorrowPaan","RS Puram, R S Puram West",150
772,Kovai Pazhamudir Nilayam,R S Puram,https://www.swiggy.com/restaurants/kovai-pazhamudir-nilayam-rs-puram-r-s-puram-west-coimbatore-56649,--,"Opens next at 8 am, tomorrowBeverages, Juices","RS Puram, R S Puram West",150
773,Bon Bon,R S Puram,https://www.swiggy.com/restaurants/bon-bon-rs-puram-r-s-puram-west-coimbatore-58707,4.0,"Desserts, Ice Cream","RS Puram, R S Puram West",200
774,Alam Grilled Wrap,R S Puram,https://www.swiggy.com/restaurants/alam-grilled-wrap-r-s-puram-r-s-puram-west-coimbatore-86031,3.6,"American, Barbecue","R S Puram, R S Puram West",200
775,Tasty treat,Gandhipuram,https://www.swiggy.com/restaurants/tasty-treat-gandhipuram-coimbatore-392492,--,"Opens next at 11 am, tomorrowSouth Indian, Biryani","Gandhipuram, Gandhipuram",200
776,Sree Annapoorani Hotel,Gandhipuram,https://www.swiggy.com/restaurants/sree-annapoorani-hotel-gandhipuram-kec-colony-coimbatore-209281,--,South Indian,"Gandhipuram, Kec Colony",200
777,COVAI AMUTHA KITCHEN,Gandhipuram,https://www.swiggy.com/restaurants/covai-amutha-kitchen-avarampalayam-illango-nagar-coimbatore-264337,--,"Opens next at 7 am, tomorrowSouth Indian","Avarampalayam, Illango Nagar",100
778,The black box kitchen,Gandhipuram,https://www.swiggy.com/restaurants/the-black-box-kitchen-gandhipuram-coimbatore-446481,--,"North Indian, Indian","Gandhipuram, Gandhipuram",200
779,Chicken only Chicken,Gandhipuram,https://www.swiggy.com/restaurants/chicken-only-chicken-gandhipuram-coimbatore-444182,--,"Arabian, Beverages","Gandhipuram, Gandhipuram",300
780,BIB -  English Breakfast in the Box,Gandhipuram,https://www.swiggy.com/restaurants/bib-english-breakfast-in-the-box-gandhipuram-illango-nagar-coimbatore-162029,--,"Restaurant ClosedAmerican, Continental","Gandhipuram, Illango Nagar",300
781,The South Indian Coffee House,Gandhipuram,https://www.swiggy.com/restaurants/the-south-indian-coffee-house-gandhipuram-papanaicker-palyam-coimbatore-300239,4.1,"Opens next at 8 am, tomorrowSouth Indian","Gandhipuram, Papanaicker Palyam",200
782,Dindigul Venu Biriyani Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/dindigul-venu-biriyani-restaurant-gandhipuram-coimbatore-389520,4.0,"Biryani, Chinese","Gandhipuram, Gandhipuram",300
783,Cock Ra Co,Gandhipuram,https://www.swiggy.com/restaurants/cock-ra-co-sivanadha-colony-tatabad-coimbatore-56657,4.1,"Biryani, Arabian","Sivanadha Colony, Tatabad",400
784,Ibaco,Gandhipuram,https://www.swiggy.com/restaurants/ibaco-brookefield-mall-r-s-puram-west-coimbatore-53543,4.6,Desserts,"Brookefield Mall, R S Puram West",250
785,Famous Jigarthanda,Gandhipuram,https://www.swiggy.com/restaurants/famous-jigarthanda-gandhipuram-tatabad-coimbatore-56651,--,"Opens next at 10:30 am, tomorrowBeverages","Gandhipuram, Tatabad",150
786,Sri Krishna Tiffin Room,Gandhipuram,https://www.swiggy.com/restaurants/sri-krishna-tiffin-room-pn-palayam-balasundaram-layout-coimbatore-56378,4.4,"Opens next at 6:45 am, tomorrowSouth Indian, Chinese","PN Palayam, Balasundaram Layout",200
787,shri Aakarshnaa,Gandhipuram,https://www.swiggy.com/restaurants/shri-aakarshnaa-gandhipuram-coimbatore-381238,--,"Opens next at 7 am, tomorrowIndian","Gandhipuram, Gandhipuram",200
788,Vijay park inn,Gandhipuram,https://www.swiggy.com/restaurants/vijay-park-inn-gandhipuram-coimbatore-428090,--,"Opens next at 12 noon, tomorrowSouth Indian, Tandoor","Gandhipuram, Gandhipuram",300
789,Kiscol Grands,Gandhipuram,https://www.swiggy.com/restaurants/kiscol-grands-gandhipuram-coimbatore-386768,--,"Indian, Desserts","Gandhipuram, Gandhipuram",250
790,Jungles Tea,Gandhipuram,https://www.swiggy.com/restaurants/jungles-tea-gandhipuram-coimbatore-430065,--,"Restaurant ClosedContinental, Pizzas","Gandhipuram, Gandhipuram",450
791,Amruth pure veg,Gandhipuram,https://www.swiggy.com/restaurants/amruth-pure-veg-gandhipuram-coimbatore-430340,--,"Opens next at 9 am, tomorrowIndian","Gandhipuram, Gandhipuram",280
792,Treat Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/treat-restaurant-gandhipuram-ram-nagar-coimbatore-62261,--,"Opens next at 8 am, tomorrowIndian, Chinese","Gandhipuram, Ram Nagar",200
793,Frozen Bottle,Gandhipuram,https://www.swiggy.com/restaurants/frozen-bottle-race-course-ram-nagar-coimbatore-62265,4.3,"Beverages, Ice Cream","Race Course, Ram Nagar",250
794,Call For Cake,Gandhipuram,https://www.swiggy.com/restaurants/call-for-cake-gandhipuram-tatabad-coimbatore-57350,4.6,"Opens next at 10 am, tomorrowBakery","Gandhipuram, Tatabad",150
